host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified
20935626,2014-09-04,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,The Junction,1.0,"['email', 'phone', 'google', 'reviews', 'kba']",True,t
30112460,2015-03-27,"Seattle, Washington, United States",within an hour,100.0,100.0,True,The Junction,1.0,"['email', 'phone', 'reviews', 'jumio']",True,t
4660603,2013-01-10,"Seattle, Washington, United States",Unknown,,-1.0,True,The Junction,1.0,"['phone', 'reviews', 'jumio']",True,f
34051643,2015-05-23,"Seattle, Washington, United States",within an hour,100.0,100.0,True,The Junction,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
39037843,2015-07-20,US,within an hour,75.0,100.0,True,North Admiral,1.0,"['phone', 'reviews']",True,f
5029583,2013-02-09,"Vashon Island, Seattle, WA",within a day,100.0,100.0,True,North Admiral,1.0,"['email', 'phone', 'facebook', 'reviews']",True,f
4634468,2013-01-08,"Seattle, Washington, United States",Unknown,,-1.0,True,Alki,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",True,t
1801138,2012-02-23,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Alki,3.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",True,t
325970,2010-12-23,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Alki,2.0,"['email', 'phone', 'facebook']",True,f
25516226,2015-01-02,"I live between Princeville Kauai and Seattle Wa, homes both places",Unknown,,-1.0,True,Kauaʻi,2.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",True,t
15318158,2014-05-09,"Seattle, Washington, United States",within a few hours,100.0,-1.0,True,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
6614779,2013-05-28,"Seattle, Washington, United States",within an hour,100.0,100.0,True,,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
42941938,2015-08-30,"Seattle, Washington, United States",within an hour,100.0,100.0,True,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
37077010,2015-06-29,"Seattle, Washington, United States",within an hour,100.0,100.0,True,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
43121592,2015-09-01,"Seattle, Washington, United States",within a day,100.0,-1.0,True,Alki,1.0,"['email', 'phone', 'facebook']",True,f
3047418,2012-07-25,"Seattle, Washington, United States",Unknown,,-1.0,True,Alki,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
23827679,2014-11-16,"Seattle, Washington, United States",Unknown,,-1.0,True,Alki,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",True,t
33360,2009-08-23,"Seattle, Washington, United States",within an hour,100.0,100.0,True,The Junction,6.0,"['email', 'phone', 'reviews']",True,f
16073490,2014-05-28,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Admiral,2.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']",True,t
791459,2011-07-07,"Seattle, Washington, United States",Unknown,,-1.0,True,Arbor Heights,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
1201633,2011-09-23,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Alki,1.0,"['email', 'phone', 'facebook', 'reviews']",True,f
38502645,2015-07-14,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Alki,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",True,t
43225269,2015-09-02,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Alki,1.0,"['email', 'phone', 'reviews']",True,f
40548312,2015-08-04,US,within an hour,100.0,100.0,True,,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",True,t
9893440,2013-11-08,"Issaquah, Washington, United States",within an hour,100.0,100.0,True,Anaheim,5.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
16444568,2014-06-05,"Seattle, Washington, United States",within a few hours,100.0,-1.0,True,Alki,2.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",True,t
6146718,2013-04-29,"Los Angeles, California, United States",within a day,67.0,100.0,True,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
19137950,2014-07-29,"Los Angeles, California, United States",within a few hours,100.0,100.0,True,North Hollywood,2.0,"['email', 'phone', 'facebook', 'linkedin', 'jumio']",True,t
4047435,2012-11-03,"Seattle, Washington, United States",within a day,100.0,-1.0,True,Alki,1.0,"['email', 'phone', 'facebook', 'reviews']",True,f
29483577,2015-03-17,"Seattle, Washington, United States",within an hour,100.0,-1.0,True,,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",True,t
6349747,2013-05-12,"Seattle, Washington, United States",within an hour,90.0,100.0,True,Alki,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
19387667,2014-08-03,"Seattle, Washington, United States",within a day,50.0,100.0,True,,1.0,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio']",True,t
21574650,2014-09-20,We live in the upper portion of the home,within an hour,100.0,100.0,True,Alki,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
46042257,2015-10-08,US,within an hour,100.0,100.0,True,,1.0,"['email', 'phone']",True,f
3319942,2012-08-20,"West New York, New Jersey, United States",within an hour,100.0,-1.0,True,,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
40912896,2015-08-09,"San Francisco, California, United States",within a day,100.0,-1.0,True,,1.0,"['email', 'phone', 'facebook', 'reviews']",True,f
34411679,2015-05-28,US,Unknown,,-1.0,True,,1.0,"['phone', 'reviews']",True,f
5790470,2013-04-05,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Admiral,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
25239442,2014-12-26,"Seattle, Washington, United States",within an hour,100.0,-1.0,True,,1.0,['email'],True,f
12913415,2014-03-08,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Admiral,1.0,"['email', 'phone', 'google', 'reviews', 'kba']",True,t
26378802,2015-01-19,"Seattle, Washington, United States",within an hour,88.0,100.0,True,North Admiral,4.0,"['email', 'phone', 'reviews', 'kba']",True,t
192355,2010-08-05,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,North Admiral,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
9835237,2013-11-05,"Seattle, Washington, United States",within a few hours,75.0,100.0,True,North Admiral,1.0,"['email', 'phone', 'reviews']",True,f
5486919,2013-03-16,"Seattle, Washington, United States",within a few hours,86.0,100.0,True,North Admiral,1.0,"['email', 'phone', 'facebook', 'reviews']",True,f
3740080,2012-10-02,"West Seattle, Washington",within an hour,100.0,100.0,True,North Admiral,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
512084,2011-04-15,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Admiral,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
6530057,2013-05-22,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Admiral,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
1788284,2012-02-21,"Seattle, Washington, United States",within a day,100.0,100.0,True,North Admiral,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",True,t
5014920,2013-02-08,"Seattle, Washington, United States",Unknown,,-1.0,True,North Admiral,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",True,t
33601572,2015-05-17,"Seattle, Washington, United States",Unknown,,-1.0,True,North Admiral,1.0,"['email', 'reviews', 'jumio']",True,f
178552,2010-07-23,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Admiral,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
16791036,2014-06-14,"Seattle, Washington, United States",within an hour,100.0,-1.0,True,North Admiral,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",True,t
2942022,2012-07-15,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Admiral,2.0,"['email', 'phone', 'google', 'reviews', 'kba']",True,t
559827,2011-05-05,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Alki,2.0,"['email', 'phone', 'google', 'reviews', 'kba']",True,t
42415214,2015-08-24,"Seattle, Washington, United States",within an hour,100.0,-1.0,True,North Admiral,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",True,t
3078136,2012-07-27,"Seattle, Washington, United States",within an hour,100.0,-1.0,True,North Admiral,1.0,"['email', 'phone', 'facebook', 'google', 'kba']",True,t
5570855,2013-03-22,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Admiral,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
2118351,2012-04-11,"Edmonds, Washington, United States",within a day,50.0,100.0,True,North Admiral,1.0,"['email', 'phone', 'reviews']",True,f
3271389,2012-08-15,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Admiral,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
13364937,2014-03-21,We live in the house upstairs from the rental flat,Unknown,,-1.0,True,North Admiral,1.0,"['email', 'phone', 'reviews', 'kba']",True,t
6162826,2013-04-30,"Seattle, Washington, United States",within a day,100.0,100.0,True,,1.0,"['email', 'phone', 'facebook', 'reviews']",True,f
2287724,2012-05-04,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,North Admiral,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
1215564,2011-09-27,"Seattle, Washington, United States",Unknown,,-1.0,True,North Admiral,1.0,"['email', 'phone', 'facebook', 'reviews']",True,f
6531875,2013-05-22,"Seattle, Washington, United States",within an hour,100.0,100.0,True,The Junction,3.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
42627942,2015-08-26,"Seattle, Washington, United States",within a few hours,88.0,100.0,True,Greenwood,3.0,"['email', 'phone', 'reviews']",True,f
20321164,2014-08-20,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,3.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",True,t
12973318,2014-03-10,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'reviews', 'jumio']",True,t
25189700,2014-12-25,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",True,t
7237936,2013-07-02,"Seattle, Washington, United States",within an hour,100.0,100.0,True,,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",True,t
3396093,2012-08-28,"Seattle, Washington, United States",within a few hours,90.0,100.0,True,Greenwood,2.0,"['email', 'phone', 'reviews', 'kba']",True,t
34859303,2015-06-02,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'reviews', 'jumio', 'kba']",True,t
62386,2009-12-12,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,4.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
6288119,2013-05-08,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'reviews', 'jumio', 'kba']",True,t
30559,2009-08-09,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Georgetown,5.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
48345118,2015-11-06,"Seattle, Washington, United States",within a few hours,90.0,100.0,True,North Beacon Hill,1.0,"['phone', 'facebook', 'reviews']",True,f
12621051,2014-02-26,Washington State,within a few hours,90.0,100.0,True,Bitter Lake,1.0,"['email', 'phone', 'reviews']",True,f
50557855,2015-12-05,US,within a day,100.0,-1.0,True,Holly Park,2.0,"['email', 'phone', 'google', 'jumio']",True,t
49515693,2015-11-20,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,South Beacon Hill,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
3018655,2012-07-22,"Seattle, Washington, United States",within an hour,100.0,-1.0,True,Greenwood,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
4705328,2013-01-14,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'facebook', 'reviews']",True,f
45479019,2015-09-30,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'reviews']",True,f
9029689,2013-09-24,"Seattle, Washington, United States",Unknown,,-1.0,True,,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",True,t
49834917,2015-11-25,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'kba']",True,f
5658605,2013-03-27,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
11948115,2014-02-04,"Seattle, Washington, United States",Unknown,,-1.0,True,Greenwood,1.0,"['email', 'phone']",True,f
15565015,2014-05-15,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
20731,2009-06-09,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
20266233,2014-08-19,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
2511908,2012-05-31,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'reviews', 'jumio']",True,t
2696775,2012-06-20,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'reviews', 'kba']",True,t
394231,2011-02-16,"Seattle, Washington, United States",within an hour,90.0,100.0,True,Greenwood,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
1340738,2011-10-27,"San Diego, California, United States",within an hour,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
1744440,2015-07-09,US,Unknown,,-1.0,True,Greenwood,1.0,"['email', 'phone']",True,f
3152296,2012-08-03,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
32232694,2015-04-29,"Seattle, Washington, United States",within a day,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",True,t
2796016,2012-07-01,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
2575710,2012-06-07,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'reviews', 'jumio']",True,t
6622693,2013-05-28,"Seattle, Washington, United States",within an hour,90.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'reviews']",True,f
17469341,2014-06-30,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'facebook', 'reviews']",True,f
26502819,2015-01-21,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
7488822,2013-07-15,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
1890330,2012-03-09,"Seattle, Washington, United States",within a day,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",True,t
6374498,2013-05-13,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Greenwood,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
20283872,2014-08-19,"Seattle, Washington, United States",within an hour,92.0,100.0,True,Greenwood,2.0,"['email', 'phone', 'reviews']",True,f
41846073,2015-08-18,US,within a few hours,67.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'reviews']",True,f
47402064,2015-10-25,US,within a day,80.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'reviews']",True,f
11303992,2014-01-14,"Seattle, Washington, United States",Unknown,,-1.0,True,Greenwood,1.0,"['email', 'phone', 'reviews']",True,f
27327008,2015-02-06,"Seattle, Washington, United States",Unknown,,-1.0,True,Greenwood,1.0,"['email', 'phone', 'reviews']",True,f
52990042,2016-01-01,US,Unknown,,-1.0,True,,1.0,"['email', 'phone', 'google', 'linkedin', 'kba']",True,t
10014839,2013-11-14,US,within a day,100.0,100.0,True,Greenwood,1.0,"['email', 'phone', 'reviews']",True,f
7271601,2013-07-03,"Seattle, Washington, United States",within a day,100.0,100.0,True,Bitter Lake,2.0,"['phone', 'reviews', 'jumio']",True,f
5525120,2013-03-19,"Seattle, WA, United States",Unknown,,-1.0,True,Greenwood,1.0,"['email', 'phone', 'reviews']",True,f
2897522,2012-07-10,"Seattle, Washington, United States",Unknown,,-1.0,True,Greenwood,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",True,t
18683496,2014-07-22,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",True,t
20448703,2014-08-23,"Seattle, Washington, United States",within an hour,94.0,100.0,True,,5.0,"['email', 'phone', 'google', 'reviews', 'weibo', 'jumio']",True,t
11583055,2014-01-23,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Interbay,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",True,t
30199365,2015-03-29,"Surprise, Arizona, United States",Unknown,,-1.0,True,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
6618367,2013-05-28,"Seattle, Washington, United States",within a day,100.0,100.0,True,Interbay,1.0,"['email', 'phone', 'reviews', 'kba']",True,t
29698708,2015-03-20,"Seattle, Washington, United States",within a day,100.0,100.0,True,Interbay,1.0,"['email', 'phone', 'facebook', 'linkedin', 'kba']",True,t
45084253,2015-09-25,"Seattle, Washington, United States",within an hour,100.0,100.0,True,,1.0,['phone'],True,f
43898988,2015-09-10,"Seattle, Washington, United States",Unknown,,-1.0,True,Industrial District,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",True,t
2328599,2012-05-09,"Seattle, Washington, United States",within a day,100.0,-1.0,True,Industrial District,1.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",True,t
7942852,2013-08-05,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Industrial District,1.0,"['email', 'phone', 'google', 'reviews']",True,f
13407781,2014-03-22,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Beacon Hill,1.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']",True,t
17795956,2014-07-07,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Holly Park,2.0,"['email', 'phone', 'google', 'reviews', 'jumio']",True,t
17380927,2014-06-28,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Interbay,1.0,"['phone', 'reviews']",True,f
16380844,2014-06-04,"Seattle, Washington, United States",within a day,100.0,-1.0,True,Magnolia,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",True,t
38176125,2015-07-11,"Seattle, Washington, United States",within a few hours,100.0,-1.0,True,,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",True,t
12940195,2014-03-09,"Seattle, Washington, United States",Unknown,,-1.0,True,Genesee,1.0,"['email', 'phone', 'reviews']",True,f
14193441,2014-04-12,"Seattle, Washington, United States",Unknown,,-1.0,True,Genesee,1.0,"['phone', 'reviews']",True,f
25284108,2014-12-28,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Genesee,1.0,"['email', 'phone', 'facebook', 'reviews']",True,f
8523373,2013-08-29,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Genesee,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
2695710,2012-06-20,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Genesee,2.0,"['email', 'phone', 'reviews', 'jumio']",True,t
34923136,2015-06-03,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,,1.0,"['email', 'phone', 'facebook']",True,f
230140,2010-09-10,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Genesee,1.0,"['email', 'phone', 'reviews', 'kba']",True,t
2613029,2012-06-12,"Seattle, Washington, United States",Unknown,,-1.0,True,Genesee,1.0,"['email', 'phone', 'reviews', 'kba']",True,t
3903203,2012-10-17,"Seattle, Washington, United States",Unknown,,-1.0,True,Genesee,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
26707022,2015-01-25,Oregon,Unknown,,-1.0,True,Genesee,1.0,"['email', 'phone', 'google', 'kba']",True,t
3712110,2012-09-29,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Genesee,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",True,t
35332502,2015-06-08,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Genesee,2.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",True,t
28646378,2015-03-02,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Genesee,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
46642481,2015-10-15,"Seattle, Washington, United States",within a day,100.0,100.0,True,Genesee,1.0,"['email', 'phone', 'facebook', 'reviews']",True,f
257237,2010-10-09,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Genesee,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",True,t
4793121,2013-01-21,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Genesee,1.0,"['email', 'phone', 'reviews', 'kba']",True,t
36706828,2015-06-25,"Seattle, Washington, United States",Unknown,,-1.0,True,Genesee,1.0,"['email', 'phone', 'facebook']",True,f
18096695,2014-07-14,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,Genesee,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",True,t
36633617,2015-06-24,US,within a day,100.0,100.0,True,North Beacon Hill,2.0,"['email', 'phone', 'reviews', 'kba']",True,t
15984289,2014-05-26,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Beacon Hill,5.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",True,t
12389678,2014-02-19,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Beacon Hill,2.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio', 'kba']",True,t
1154803,2011-09-13,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Beacon Hill,3.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",True,t
17774840,2015-03-17,"Seattle, Washington, United States",within a day,100.0,100.0,True,North Beacon Hill,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
41056418,2015-08-10,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Beacon Hill,1.0,"['email', 'phone', 'reviews', 'kba']",True,t
7379061,2013-07-09,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,North Beacon Hill,1.0,"['email', 'phone', 'reviews']",True,f
2376549,2012-05-15,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Beacon Hill,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
541908,2011-04-28,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Beacon Hill,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",True,t
43144386,2015-09-02,US,within a day,67.0,100.0,True,North Beacon Hill,1.0,"['email', 'phone', 'reviews']",True,f
3163979,2012-08-05,"Seattle, Washington, United States",within a day,100.0,100.0,True,North Beacon Hill,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
32069664,2015-04-27,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Beacon Hill,1.0,"['email', 'phone', 'facebook', 'reviews']",True,f
18948070,2014-07-26,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Beacon Hill,1.0,"['email', 'phone', 'facebook', 'reviews']",True,f
2744582,2012-06-26,"Seattle, Washington, United States",within an hour,100.0,100.0,True,North Beacon Hill,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
15512043,2014-05-14,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,North Beacon Hill,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",True,t
180441,2010-07-25,"Seattle, Washington, United States",within a day,86.0,100.0,True,North Beacon Hill,1.0,"['email', 'phone', 'reviews', 'kba']",True,t
2028319,2012-03-29,"Seattle, Washington, United States",a few days or more,40.0,100.0,True,,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
36448928,2015-06-22,"Seattle, Washington, United States",Unknown,,-1.0,True,,1.0,"['email', 'phone', 'facebook', 'jumio']",True,t
23498834,2014-11-08,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Arbor Heights,1.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']",True,t
6372203,2013-05-13,"Seattle, Washington, United States",within a few hours,99.0,100.0,True,Central Business District,7.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
33601666,2015-05-17,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,First Hill,1.0,"['phone', 'reviews', 'jumio']",True,f
37423892,2015-07-03,"Seattle, Washington, United States",within an hour,100.0,100.0,True,,1.0,"['email', 'phone', 'reviews']",True,f
2405924,2012-05-18,"Seattle, Washington, United States",within a few hours,100.0,100.0,True,First Hill,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",True,t
1787819,2012-02-21,"Seattle, Washington, United States",within a day,93.0,100.0,True,First Hill,8.0,"['email', 'phone', 'reviews', 'kba']",True,t
13010672,2014-03-11,"Seattle, Washington, United States",within an hour,100.0,-1.0,True,Central Business District,1.0,"['email', 'phone', 'facebook', 'jumio']",True,t
13877700,2014-04-04,"Seattle, Washington, United States",within a day,100.0,-1.0,True,Pike Place Market,1.0,"['email', 'phone', 'reviews', 'kba']",True,t
35324206,2015-06-08,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Pike Place Market,2.0,"['phone', 'linkedin', 'reviews', 'kba']",True,f
18099944,2014-07-14,"Seattle, Washington, United States",within an hour,93.0,100.0,True,Central Business District,1.0,"['email', 'phone', 'reviews', 'kba']",True,t
24243156,2014-11-27,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Central Business District,1.0,"['email', 'phone', 'reviews']",True,f
31730119,2015-04-22,"Seattle, Washington, United States",within a few hours,83.0,100.0,True,Pike Place Market,1.0,"['email', 'phone', 'reviews', 'jumio']",True,t
11610447,2014-01-24,"Seattle, Washington, United States",within a few hours,87.0,100.0,True,Central Business District,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,t
247975,2010-09-28,"Seattle, Washington, United States",within an hour,100.0,100.0,True,Maple Leaf,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
12520715,2014-02-24,"Seattle, Washington, United States",within a day,100.0,100.0,True,Central Business District,1.0,"['email', 'phone', 'reviews', 'kba']",True,t
2232569,2012-04-26,"Seattle, Washington, United States",within a day,100.0,100.0,True,Central Business District,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,t
9091378,2013-09-27,"Seattle, Washington, United States",Unknown,,-1.0,True,Central Business District,1.0,"['email', 'phone', 'reviews']",True,f
2775464,2012-06-28,"Seattle, Washington, United States",within a few hours,90.0,100.0,True,First Hill,2.0,"['email', 'phone', 'facebook', 'reviews']",True,f
21818936,2014-09-26,"Seattle, Washington, United States",Unknown,,-1.0,True,First Hill,1.0,"['email', 'phone', 'facebook']",True,f
27676513,2015-02-13,"Seattle, Washington, United States",Unknown,,-1.0,True,First Hill,1.0,"['email', 'phone', 'facebook', 'linkedin']",True,f
